code,category,name,description,material,capacity,colors,price_inr,source_page,source_code,image_region,raw_excerpt,data_status
XG-GS-153,Gift Sets,4 in 1 Gift set,Metal pen + Dairy + Metal keychain + Metal visiting card,,,,,78,XG-GS-153,middle-right,ys XG-GS-152 XG-GS-153 e e A @ e Color Option ft Color Option XG-GS-154 | XG-GS-155 | e e ooe y Color Option Color Option _ f XG-GS-156 XG-GS-157 . e e 4 © ee Color Option. i Color Option,VERIFIED_FROM_CATALOGUE
XG-GS-154,Gift Sets,4 in 1 Gift set,Metal pen + Dairy + Metal keychain + Metal visiting card,,,,,78,XG-GS-154,middle-left,ys XG-GS-152 XG-GS-153 e e A @ e Color Option ft Color Option XG-GS-154 | XG-GS-155 | e e ooe y Color Option Color Option _ f XG-GS-156 XG-GS-157 . e e 4 © ee Color Option. i Color Option,VERIFIED_FROM_CATALOGUE
XG-GS-155,Gift Sets,4 in 1 Gift set,Metal pen + Dairy + Metal keychain + Metal visiting card,,,,,78,XG-GS-155,middle-right,ys XG-GS-152 XG-GS-153 e e A @ e Color Option ft Color Option XG-GS-154 | XG-GS-155 | e e ooe y Color Option Color Option _ f XG-GS-156 XG-GS-157 . e e 4 © ee Color Option. i Color Option,VERIFIED_FROM_CATALOGUE
XG-GS-156,Gift Sets,4 in 1 Gift set,Metal pen + Dairy + Metal keychain + Metal visiting card,,,,,78,XG-GS-156,bottom-left,ys XG-GS-152 XG-GS-153 e e A @ e Color Option ft Color Option XG-GS-154 | XG-GS-155 | e e ooe y Color Option Color Option _ f XG-GS-156 XG-GS-157 . e e 4 © ee Color Option. i Color Option,VERIFIED_FROM_CATALOGUE
XG-GS-157,Gift Sets,4 in 1 Gift set,Metal pen + Dairy + Metal keychain + Metal visiting card,,,,,78,XG-GS-157,bottom-right,ys XG-GS-152 XG-GS-153 e e A @ e Color Option ft Color Option XG-GS-154 | XG-GS-155 | e e ooe y Color Option Color Option _ f XG-GS-156 XG-GS-157 . e e 4 © ee Color Option. i Color Option,VERIFIED_FROM_CATALOGUE
XG-GS-158,Gift Sets,4 in 1 Gift set,"Metal pen, Dairy, Metal keychain, Metal visiting card",,,,,79,XG-GS-158,middle-left,"lla XG-GS-158 XG-GS-159 ee { @  @@e Color Option _“ Color Option XG-GS-160 XG-GS-161 e e@ oce A Color Option Color Option da XG-GS-162 XG-GS-163 Cen.) , { e@92e ; } Color Option. it Color Option",VERIFIED_FROM_CATALOGUE
XG-GS-159,Gift Sets,4 in 1 Gift set,"Metal pen, Dairy, Metal keychain, Metal visiting card",,,,,79,XG-GS-159,middle-right,"lla XG-GS-158 XG-GS-159 ee { @  @@e Color Option _“ Color Option XG-GS-160 XG-GS-161 e e@ oce A Color Option Color Option da XG-GS-162 XG-GS-163 Cen.) , { e@92e ; } Color Option. it Color Option",VERIFIED_FROM_CATALOGUE
XG-GS-160,Gift Sets,4 in 1 Gift set,"Metal pen, Dairy, Metal keychain, Metal visiting card",,,,,79,XG-GS-160,middle-left,"lla XG-GS-158 XG-GS-159 ee { @  @@e Color Option _“ Color Option XG-GS-160 XG-GS-161 e e@ oce A Color Option Color Option da XG-GS-162 XG-GS-163 Cen.) , { e@92e ; } Color Option. it Color Option",VERIFIED_FROM_CATALOGUE
XG-GS-161,Gift Sets,4 in 1 Gift set,"Metal pen, Dairy, Metal keychain, Metal visiting card",,,,,79,XG-GS-161,middle-right,"lla XG-GS-158 XG-GS-159 ee { @  @@e Color Option _“ Color Option XG-GS-160 XG-GS-161 e e@ oce A Color Option Color Option da XG-GS-162 XG-GS-163 Cen.) , { e@92e ; } Color Option. it Color Option",VERIFIED_FROM_CATALOGUE
XG-GS-162,Gift Sets,4 in 1 Gift set,"Metal pen, Dairy, Metal keychain, Metal visiting card",,,,,79,XG-GS-162,bottom-left,"lla XG-GS-158 XG-GS-159 ee { @  @@e Color Option _“ Color Option XG-GS-160 XG-GS-161 e e@ oce A Color Option Color Option da XG-GS-162 XG-GS-163 Cen.) , { e@92e ; } Color Option. it Color Option",VERIFIED_FROM_CATALOGUE
XG-GS-163,Gift Sets,4 in 1 Gift set,"Metal pen, Dairy, Metal keychain, Metal visiting card",,,,,79,XG-GS-163,bottom-right,"lla XG-GS-158 XG-GS-159 ee { @  @@e Color Option _“ Color Option XG-GS-160 XG-GS-161 e e@ oce A Color Option Color Option da XG-GS-162 XG-GS-163 Cen.) , { e@92e ; } Color Option. it Color Option",VERIFIED_FROM_CATALOGUE
XG-ID-001,ID Card Holders,,,,,,,42,XG-ID-001,middle-left,"yi { I D) | \ XG-ID-001 XG-ID-002 ;  : is etd eve Z eco * <I Color Option _d Color Option XG-ID-003 XG-ID-004  Fa, CES e e y Color Option Color Option di XG-ID-005 XG-ID-006  Gan ee — = a= a eee / eee (Golor Onion. y ‘Goler Ontos",NOT_AVAILABLE
XG-ID-003,ID Card Holders,,,,,,,42,XG-ID-003,middle-left,"yi { I D) | \ XG-ID-001 XG-ID-002 ;  : is etd eve Z eco * <I Color Option _d Color Option XG-ID-003 XG-ID-004  Fa, CES e e y Color Option Color Option di XG-ID-005 XG-ID-006  Gan ee — = a= a eee / eee (Golor Onion. y ‘Goler Ontos",NOT_AVAILABLE
XG-ID-004,ID Card Holders,,,,,,,42,XG-ID-004,middle-right,"yi { I D) | \ XG-ID-001 XG-ID-002 ;  : is etd eve Z eco * <I Color Option _d Color Option XG-ID-003 XG-ID-004  Fa, CES e e y Color Option Color Option di XG-ID-005 XG-ID-006  Gan ee — = a= a eee / eee (Golor Onion. y ‘Goler Ontos",NOT_AVAILABLE
XG-ID-005,ID Card Holders,,,,,,,42,XG-ID-005,bottom-left,"yi { I D) | \ XG-ID-001 XG-ID-002 ;  : is etd eve Z eco * <I Color Option _d Color Option XG-ID-003 XG-ID-004  Fa, CES e e y Color Option Color Option di XG-ID-005 XG-ID-006  Gan ee — = a= a eee / eee (Golor Onion. y ‘Goler Ontos",NOT_AVAILABLE
XG-ID-006,ID Card Holders,,,,,,,42,XG-ID-006,bottom-right,"yi { I D) | \ XG-ID-001 XG-ID-002 ;  : is etd eve Z eco * <I Color Option _d Color Option XG-ID-003 XG-ID-004  Fa, CES e e y Color Option Color Option di XG-ID-005 XG-ID-006  Gan ee — = a= a eee / eee (Golor Onion. y ‘Goler Ontos",NOT_AVAILABLE
XG-ID-007,ID Card Holders,,,,,,,43,XG-ID-007,middle-left,"ee y y | \ XG-ID-007 XG-ID-008 XL ec} Pw |) eve : Z ene Color Option _d Color Option XG-ID-009 XG-ID-010 € ) ©) e e y Color Option Color Option dl XG-ID-011 XG-ID-012 i ee e ee / e@ ee (Golor Onion, y ‘Goler Ogtion",NOT_AVAILABLE
XG-ID-008,ID Card Holders,,,,,,,43,XG-ID-008,middle-right,"ee y y | \ XG-ID-007 XG-ID-008 XL ec} Pw |) eve : Z ene Color Option _d Color Option XG-ID-009 XG-ID-010 € ) ©) e e y Color Option Color Option dl XG-ID-011 XG-ID-012 i ee e ee / e@ ee (Golor Onion, y ‘Goler Ogtion",NOT_AVAILABLE
XG-ID-009,ID Card Holders,,,,,,,43,XG-ID-009,center-left,"ee y y | \ XG-ID-007 XG-ID-008 XL ec} Pw |) eve : Z ene Color Option _d Color Option XG-ID-009 XG-ID-010 € ) ©) e e y Color Option Color Option dl XG-ID-011 XG-ID-012 i ee e ee / e@ ee (Golor Onion, y ‘Goler Ogtion",NOT_AVAILABLE
XG-ID-010,ID Card Holders,,,,,,,43,XG-ID-010,center-right,"ee y y | \ XG-ID-007 XG-ID-008 XL ec} Pw |) eve : Z ene Color Option _d Color Option XG-ID-009 XG-ID-010 € ) ©) e e y Color Option Color Option dl XG-ID-011 XG-ID-012 i ee e ee / e@ ee (Golor Onion, y ‘Goler Ogtion",NOT_AVAILABLE
XG-ID-011,ID Card Holders,,,,,,,43,XG-ID-011,bottom-left,"ee y y | \ XG-ID-007 XG-ID-008 XL ec} Pw |) eve : Z ene Color Option _d Color Option XG-ID-009 XG-ID-010 € ) ©) e e y Color Option Color Option dl XG-ID-011 XG-ID-012 i ee e ee / e@ ee (Golor Onion, y ‘Goler Ogtion",NOT_AVAILABLE
XG-ID-012,ID Card Holders,,,,,,,43,XG-ID-012,bottom-right,"ee y y | \ XG-ID-007 XG-ID-008 XL ec} Pw |) eve : Z ene Color Option _d Color Option XG-ID-009 XG-ID-010 € ) ©) e e y Color Option Color Option dl XG-ID-011 XG-ID-012 i ee e ee / e@ ee (Golor Onion, y ‘Goler Ogtion",NOT_AVAILABLE
XG-ID-014,ID Card Holders,,,,,,,44,XG-ID-014,middle-right,"LEE y y f \ SG : - XG-ID-013 XG-ID-014 [Bex Pa = e ————! ev30e ey, ene Color Option wl Color Option XG-ID-015 XG-ID-016 CES) Comm | e e ull Un y Color Option Color Option ud XG-ID-017 XG-ID-018 — ae e / © ee = Color Option ‘ Color Option",NOT_AVAILABLE
XG-ID-015,ID Card Holders,,,,,,,44,XG-ID-015,middle-left,"LEE y y f \ SG : - XG-ID-013 XG-ID-014 [Bex Pa = e ————! ev30e ey, ene Color Option wl Color Option XG-ID-015 XG-ID-016 CES) Comm | e e ull Un y Color Option Color Option ud XG-ID-017 XG-ID-018 — ae e / © ee = Color Option ‘ Color Option",NOT_AVAILABLE
XG-ID-016,ID Card Holders,,,,,,,44,XG-ID-016,middle-right,"LEE y y f \ SG : - XG-ID-013 XG-ID-014 [Bex Pa = e ————! ev30e ey, ene Color Option wl Color Option XG-ID-015 XG-ID-016 CES) Comm | e e ull Un y Color Option Color Option ud XG-ID-017 XG-ID-018 — ae e / © ee = Color Option ‘ Color Option",NOT_AVAILABLE
XG-ID-017,ID Card Holders,,,,,,,44,XG-ID-017,bottom-left,"LEE y y f \ SG : - XG-ID-013 XG-ID-014 [Bex Pa = e ————! ev30e ey, ene Color Option wl Color Option XG-ID-015 XG-ID-016 CES) Comm | e e ull Un y Color Option Color Option ud XG-ID-017 XG-ID-018 — ae e / © ee = Color Option ‘ Color Option",NOT_AVAILABLE
XG-ID-018,ID Card Holders,,,,,,,44,XG-ID-018,bottom-right,"y y f \ SG : - XG-ID-013 XG-ID-014 [Bex Pa = e ————! ev30e ey, ene Color Option wl Color Option XG-ID-015 XG-ID-016 CES) Comm | e e ull Un y Color Option Color Option ud XG-ID-017 XG-ID-018 — ae e / © ee = Color Option ‘ Color Option",NOT_AVAILABLE
XG-ID-019,ID Card Holders,Acrylic Slide Card Holder,,Acrylic,,"White;Blue;Black",,45,XG-ID-019,top-left,"ee y y 1 SG : - XG-ID-019 XG-ID-020 Copocty os S ee lf ONE cum Ea] , eo == , eee Color Option di Color Option XG-ID-021 XG-ID-022 |2.}| © ee) G ee). i i mt = { LUE Le e e y Color Option Color Option ul XG-ID-023 ™ XG-ID-024 3 pace | |S = ‘wong | e @ | / @ ee Color Option ‘ Color Option",VERIFIED_FROM_CATALOGUE
XG-ID-020,ID Card Holders,,,,,"White;Blue;Black",,45,XG-ID-020,top-right,"ee y y 1 SG : - XG-ID-019 XG-ID-020 Copocty os S ee lf ONE cum Ea] , eo == , eee Color Option di Color Option XG-ID-021 XG-ID-022 |2.}| © ee) G ee). i i mt = { LUE Le e e y Color Option Color Option ul XG-ID-023 ™ XG-ID-024 3 pace | |S = ‘wong | e @ | / @ ee Color Option ‘ Color Option",VERIFIED_FROM_CATALOGUE
XG-ID-021,ID Card Holders,,,,,"White;Blue;Black",,45,XG-ID-021,middle-left,"ee y y 1 SG : - XG-ID-019 XG-ID-020 Copocty os S ee lf ONE cum Ea] , eo == , eee Color Option di Color Option XG-ID-021 XG-ID-022 |2.}| © ee) G ee). i i mt = { LUE Le e e y Color Option Color Option ul XG-ID-023 ™ XG-ID-024 3 pace | |S = ‘wong | e @ | / @ ee Color Option ‘ Color Option",VERIFIED_FROM_CATALOGUE
XG-ID-022,ID Card Holders,,,,,"White;Blue;Black",,45,XG-ID-022,middle-right,"ee y y 1 SG : - XG-ID-019 XG-ID-020 Copocty os S ee lf ONE cum Ea] , eo == , eee Color Option di Color Option XG-ID-021 XG-ID-022 |2.}| © ee) G ee). i i mt = { LUE Le e e y Color Option Color Option ul XG-ID-023 ™ XG-ID-024 3 pace | |S = ‘wong | e @ | / @ ee Color Option ‘ Color Option",VERIFIED_FROM_CATALOGUE
XG-ID-023,ID Card Holders,,,,,"White;Blue;Black",,45,XG-ID-023,bottom-left,"019 XG-ID-020 Copocty os S ee lf ONE cum Ea] , eo == , eee Color Option di Color Option XG-ID-021 XG-ID-022 |2.}| © ee) G ee). i i mt = { LUE Le e e y Color Option Color Option ul XG-ID-023 ™ XG-ID-024 3 pace | |S = ‘wong | e @ | / @ ee Color Option ‘ Color Option",VERIFIED_FROM_CATALOGUE
XG-ID-024,ID Card Holders,PS Slide Card Holder,,PS,,"White;Blue;Black",,45,XG-ID-024,bottom-right,"0 Copocty os S ee lf ONE cum Ea] , eo == , eee Color Option di Color Option XG-ID-021 XG-ID-022 |2.}| © ee) G ee). i i mt = { LUE Le e e y Color Option Color Option ul XG-ID-023 ™ XG-ID-024 3 pace | |S = ‘wong | e @ | / @ ee Color Option ‘ Color Option",VERIFIED_FROM_CATALOGUE
XG-ID-025,ID Card Holders,,,,,,,46,XG-ID-025,middle-left,"LEE == y | \ CARD ‘NS = XG-ID-025 XG-ID-026 mace — e0e — , ene ' Color Option al Color Option — XG-ID-027 XG-ID-028 EASA “ A3 (ls = . e e ‘ Color Option Color Option ud XG-ID-029 XG-ID-030 gs Or hae e@. ©0e : @ ee X Color Option ( Color Option",NOT_AVAILABLE
XG-ID-026,ID Card Holders,,,,,,,46,XG-ID-026,middle-right,"LEE == y | \ CARD ‘NS = XG-ID-025 XG-ID-026 mace — e0e — , ene ' Color Option al Color Option — XG-ID-027 XG-ID-028 EASA “ A3 (ls = . e e ‘ Color Option Color Option ud XG-ID-029 XG-ID-030 gs Or hae e@. ©0e : @ ee X Color Option ( Color Option",NOT_AVAILABLE
XG-ID-027,ID Card Holders,,,,,,,46,XG-ID-027,bottom-left,"LEE == y | \ CARD ‘NS = XG-ID-025 XG-ID-026 mace — e0e — , ene ' Color Option al Color Option — XG-ID-027 XG-ID-028 EASA “ A3 (ls = . e e ‘ Color Option Color Option ud XG-ID-029 XG-ID-030 gs Or hae e@. ©0e : @ ee X Color Option ( Color Option",NOT_AVAILABLE
XG-ID-028,ID Card Holders,,,,,,,46,XG-ID-028,bottom-right,"LEE == y | \ CARD ‘NS = XG-ID-025 XG-ID-026 mace — e0e — , ene ' Color Option al Color Option — XG-ID-027 XG-ID-028 EASA “ A3 (ls = . e e ‘ Color Option Color Option ud XG-ID-029 XG-ID-030 gs Or hae e@. ©0e : @ ee X Color Option ( Color Option",NOT_AVAILABLE
XG-ID-029,ID Card Holders,,,,,,,46,XG-ID-029,bottom-left,"LEE == y | \ CARD ‘NS = XG-ID-025 XG-ID-026 mace — e0e — , ene ' Color Option al Color Option — XG-ID-027 XG-ID-028 EASA “ A3 (ls = . e e ‘ Color Option Color Option ud XG-ID-029 XG-ID-030 gs Or hae e@. ©0e : @ ee X Color Option ( Color Option",NOT_AVAILABLE
XG-ID-030,ID Card Holders,,,,,,,46,XG-ID-030,bottom-right,"LEE == y | \ CARD ‘NS = XG-ID-025 XG-ID-026 mace — e0e — , ene ' Color Option al Color Option — XG-ID-027 XG-ID-028 EASA “ A3 (ls = . e e ‘ Color Option Color Option ud XG-ID-029 XG-ID-030 gs Or hae e@. ©0e : @ ee X Color Option ( Color Option",NOT_AVAILABLE
XG-ID-031,ID Card Holders,CARD CASE,,,,,,47,XG-ID-031,middle-left,yy f | D f \ XG-ID-031 XG-ID-032 SS —— ea | a eco | ) y eo d =J Color Option : dl Color Option XG-ID-033 XG-ID-034 e e y Color Option Color Option dA XG-ID-035 XG-ID-036 3 ee y YQ e @ / @ ee Color Option y Color Option,VERIFIED_FROM_CATALOGUE
XG-ID-032,ID Card Holders,CARD CASE,,,,,,47,XG-ID-032,middle-right,yy f | D f \ XG-ID-031 XG-ID-032 SS —— ea | a eco | ) y eo d =J Color Option : dl Color Option XG-ID-033 XG-ID-034 e e y Color Option Color Option dA XG-ID-035 XG-ID-036 3 ee y YQ e @ / @ ee Color Option y Color Option,VERIFIED_FROM_CATALOGUE
XG-ID-033,ID Card Holders,,,,,,,47,XG-ID-033,middle-left,yy f | D f \ XG-ID-031 XG-ID-032 SS —— ea | a eco | ) y eo d =J Color Option : dl Color Option XG-ID-033 XG-ID-034 e e y Color Option Color Option dA XG-ID-035 XG-ID-036 3 ee y YQ e @ / @ ee Color Option y Color Option,VERIFIED_FROM_CATALOGUE
XG-ID-034,ID Card Holders,,,,,,,47,XG-ID-034,middle-right,yy f | D f \ XG-ID-031 XG-ID-032 SS —— ea | a eco | ) y eo d =J Color Option : dl Color Option XG-ID-033 XG-ID-034 e e y Color Option Color Option dA XG-ID-035 XG-ID-036 3 ee y YQ e @ / @ ee Color Option y Color Option,VERIFIED_FROM_CATALOGUE
XG-ID-035,ID Card Holders,,,,,,,47,XG-ID-035,bottom-left,yy f | D f \ XG-ID-031 XG-ID-032 SS —— ea | a eco | ) y eo d =J Color Option : dl Color Option XG-ID-033 XG-ID-034 e e y Color Option Color Option dA XG-ID-035 XG-ID-036 3 ee y YQ e @ / @ ee Color Option y Color Option,VERIFIED_FROM_CATALOGUE
XG-ID-036,ID Card Holders,,,,,,,47,XG-ID-036,bottom-right,yy f | D f \ XG-ID-031 XG-ID-032 SS —— ea | a eco | ) y eo d =J Color Option : dl Color Option XG-ID-033 XG-ID-034 e e y Color Option Color Option dA XG-ID-035 XG-ID-036 3 ee y YQ e @ / @ ee Color Option y Color Option,VERIFIED_FROM_CATALOGUE
XG-ID-037,ID Card Holders,,,,,,,48,XG-ID-037,middle-left,ee y y | \ XG-ID-037 XG-ID-038 a ~~ _ pe a= Color Option ft Color Option XG-ID-039 XG-ID-040 e = = e y Color Option Color Option ud XG-ID-041 XG-ID-042 ° e ° es gee @ pB & « 8 } 6 @ \ g +. 2 % e000 L566 e @ / @ ee Color Option y Color Option,NOT_AVAILABLE
XG-ID-038,ID Card Holders,,,,,,,48,XG-ID-038,middle-right,ee y y | \ XG-ID-037 XG-ID-038 a ~~ _ pe a= Color Option ft Color Option XG-ID-039 XG-ID-040 e = = e y Color Option Color Option ud XG-ID-041 XG-ID-042 ° e ° es gee @ pB & « 8 } 6 @ \ g +. 2 % e000 L566 e @ / @ ee Color Option y Color Option,NOT_AVAILABLE
XG-ID-039,ID Card Holders,,,,,,,48,XG-ID-039,middle-left,ee y y | \ XG-ID-037 XG-ID-038 a ~~ _ pe a= Color Option ft Color Option XG-ID-039 XG-ID-040 e = = e y Color Option Color Option ud XG-ID-041 XG-ID-042 ° e ° es gee @ pB & « 8 } 6 @ \ g +. 2 % e000 L566 e @ / @ ee Color Option y Color Option,NOT_AVAILABLE
XG-ID-040,ID Card Holders,,,,,,,48,XG-ID-040,middle-right,ee y y | \ XG-ID-037 XG-ID-038 a ~~ _ pe a= Color Option ft Color Option XG-ID-039 XG-ID-040 e = = e y Color Option Color Option ud XG-ID-041 XG-ID-042 ° e ° es gee @ pB & « 8 } 6 @ \ g +. 2 % e000 L566 e @ / @ ee Color Option y Color Option,NOT_AVAILABLE
XG-ID-041,ID Card Holders,,,,,,,48,XG-ID-041,bottom-left,ee y y | \ XG-ID-037 XG-ID-038 a ~~ _ pe a= Color Option ft Color Option XG-ID-039 XG-ID-040 e = = e y Color Option Color Option ud XG-ID-041 XG-ID-042 ° e ° es gee @ pB & « 8 } 6 @ \ g +. 2 % e000 L566 e @ / @ ee Color Option y Color Option,NOT_AVAILABLE
XG-ID-042,ID Card Holders,,,,,,,48,XG-ID-042,bottom-right,ee y y | \ XG-ID-037 XG-ID-038 a ~~ _ pe a= Color Option ft Color Option XG-ID-039 XG-ID-040 e = = e y Color Option Color Option ud XG-ID-041 XG-ID-042 ° e ° es gee @ pB & « 8 } 6 @ \ g +. 2 % e000 L566 e @ / @ ee Color Option y Color Option,NOT_AVAILABLE
XG-ID-043,ID Card Holders,,,,,,,49,XG-ID-043,middle-left,ee y y | \ XG-ID-043 XG-ID-044 a © eco ‘ ~ £ | ese @ @ / Color Option _d Color Option XG-ID-045 XG-ID-046 e —— e y Color Option Color Option dj XG-ID-047 XG-ID-048 BG e 8 o @. e ee 'S / e ee Color Option y Color Option,NOT_AVAILABLE
XG-ID-044,ID Card Holders,,,,,,,49,XG-ID-044,middle-right,ee y y | \ XG-ID-043 XG-ID-044 a © eco ‘ ~ £ | ese @ @ / Color Option _d Color Option XG-ID-045 XG-ID-046 e —— e y Color Option Color Option dj XG-ID-047 XG-ID-048 BG e 8 o @. e ee 'S / e ee Color Option y Color Option,NOT_AVAILABLE
XG-ID-045,ID Card Holders,,,,,,,49,XG-ID-045,middle-left,ee y y | \ XG-ID-043 XG-ID-044 a © eco ‘ ~ £ | ese @ @ / Color Option _d Color Option XG-ID-045 XG-ID-046 e —— e y Color Option Color Option dj XG-ID-047 XG-ID-048 BG e 8 o @. e ee 'S / e ee Color Option y Color Option,NOT_AVAILABLE
XG-ID-046,ID Card Holders,,,,,,,49,XG-ID-046,middle-right,ee y y | \ XG-ID-043 XG-ID-044 a © eco ‘ ~ £ | ese @ @ / Color Option _d Color Option XG-ID-045 XG-ID-046 e —— e y Color Option Color Option dj XG-ID-047 XG-ID-048 BG e 8 o @. e ee 'S / e ee Color Option y Color Option,NOT_AVAILABLE
XG-ID-047,ID Card Holders,,,,,,,49,XG-ID-047,bottom-left,ee y y | \ XG-ID-043 XG-ID-044 a © eco ‘ ~ £ | ese @ @ / Color Option _d Color Option XG-ID-045 XG-ID-046 e —— e y Color Option Color Option dj XG-ID-047 XG-ID-048 BG e 8 o @. e ee 'S / e ee Color Option y Color Option,NOT_AVAILABLE
XG-ID-048,ID Card Holders,,,,,,,49,XG-ID-048,bottom-right,ee y y | \ XG-ID-043 XG-ID-044 a © eco ‘ ~ £ | ese @ @ / Color Option _d Color Option XG-ID-045 XG-ID-046 e —— e y Color Option Color Option dj XG-ID-047 XG-ID-048 BG e 8 o @. e ee 'S / e ee Color Option y Color Option,NOT_AVAILABLE
XG-MG-001,Mugs,,,stainless steel tumbler mug with slider top handle,350 ml,"WHITE;blue;Red",,17,XG-MG-001,middle-left,EE y yo i \ XG-MG-001 XG-MG-002 @ @o Color Option a Color Option XG-MG-003 XG-MG-004 eo 7 7 Color Option Color Option a XG-MG-005 XG-MG-006 Product code : XG-MO5: Product code : XG-M06 = e y Vin Color Option yr Color Option,VERIFIED_FROM_CATALOGUE
XG-MG-002,Mugs,,,STAINLESS STEEL TUMBLER MUG ECO FRIENDLY coffee cup with handle,350 ml,"Black;blue;Red",,17,XG-MG-002,middle-right,EE y yo i \ XG-MG-001 XG-MG-002 @ @o Color Option a Color Option XG-MG-003 XG-MG-004 eo 7 7 Color Option Color Option a XG-MG-005 XG-MG-006 Product code : XG-MO5: Product code : XG-M06 = e y Vin Color Option yr Color Option,VERIFIED_FROM_CATALOGUE
XG-MG-003,Mugs,,,304 double layer insulated travel vacuum mug,500 ml,"MATT BLACK;BLUE;white",,17,XG-MG-003,middle-left,EE y yo i \ XG-MG-001 XG-MG-002 @ @o Color Option a Color Option XG-MG-003 XG-MG-004 eo 7 7 Color Option Color Option a XG-MG-005 XG-MG-006 Product code : XG-MO5: Product code : XG-M06 = e y Vin Color Option yr Color Option,VERIFIED_FROM_CATALOGUE
XG-MG-004,Mugs,,,New Eco friendly Stainless Steel Bamboo travel mug with handle & proof lid,350 ml,BAMBOO MUG,,17,XG-MG-004,middle-right,EE y yo i \ XG-MG-001 XG-MG-002 @ @o Color Option a Color Option XG-MG-003 XG-MG-004 eo 7 7 Color Option Color Option a XG-MG-005 XG-MG-006 Product code : XG-MO5: Product code : XG-M06 = e y Vin Color Option yr Color Option,VERIFIED_FROM_CATALOGUE
XG-MG-005,Mugs,,,stainless steel mug with handle & slide lid,350 ml,"Black;white;Silver",,17,XG-MG-005,bottom-left,EE y yo i \ XG-MG-001 XG-MG-002 @ @o Color Option a Color Option XG-MG-003 XG-MG-004 eo 7 7 Color Option Color Option a XG-MG-005 XG-MG-006 Product code : XG-MO5: Product code : XG-M06 = e y Vin Color Option yr Color Option,VERIFIED_FROM_CATALOGUE
XG-MG-006,Mugs,,,Eco-friendly stainless steel vacuum Bamboo mug tumbler with handle,450 ml,BAMBOO,,17,XG-MG-006,bottom-right,EE y yo i \ XG-MG-001 XG-MG-002 @ @o Color Option a Color Option XG-MG-003 XG-MG-004 eo 7 7 Color Option Color Option a XG-MG-005 XG-MG-006 Product code : XG-MO5: Product code : XG-M06 = e y Vin Color Option yr Color Option,VERIFIED_FROM_CATALOGUE
XG-MG-007,Mugs,Thermo Tumbler,Product code : XG-M07,Stainless steel Bamboo mug with flip cover lid,450 ml,BAMBOO,,18,XG-MG-007,middle-left,yy  i  { XG-MG-007 XG-MG-008 Color Option ail Color Option XG-MG-009 XG-MG-010 ee @ y Color Option Color Option tt XG-MG-011 XG-MG-012 ee y ee Color Option y Color Option,VERIFIED_FROM_CATALOGUE
XG-MG-008,Mugs,,Product code : XG-M08,STAINLESS STEEL MUG OUTSIDE STEEL & inside steel,400 ml,MATT BLACK,,18,XG-MG-008,middle-right,yy  i  { XG-MG-007 XG-MG-008 Color Option ail Color Option XG-MG-009 XG-MG-010 ee @ y Color Option Color Option tt XG-MG-011 XG-MG-012 ee y ee Color Option y Color Option,VERIFIED_FROM_CATALOGUE
XG-MG-009,Mugs,,PRODUCT CODE: XG- M09,steel,400 ml,"Blk;blue;white",,18,XG-MG-009,middle-left,yy  i  { XG-MG-007 XG-MG-008 Color Option ail Color Option XG-MG-009 XG-MG-010 ee @ y Color Option Color Option tt XG-MG-011 XG-MG-012 ee y ee Color Option y Color Option,VERIFIED_FROM_CATALOGUE
XG-MG-010,Mugs,,Product code : XG-M10,BPA FREE PLASTIC,350 ml,"Black;sky blue;red;yellow",,18,XG-MG-010,middle-right,yy  i  { XG-MG-007 XG-MG-008 Color Option ail Color Option XG-MG-009 XG-MG-010 ee @ y Color Option Color Option tt XG-MG-011 XG-MG-012 ee y ee Color Option y Color Option,VERIFIED_FROM_CATALOGUE
XG-MG-011,Mugs,Thermos coffee mug,Product code : XG-M11,304 steel with lock system,450 ml Appx,"BLACK;WHITE;Grey",,18,XG-MG-011,bottom-left,yy  i  { XG-MG-007 XG-MG-008 Color Option ail Color Option XG-MG-009 XG-MG-010 ee @ y Color Option Color Option tt XG-MG-011 XG-MG-012 ee y ee Color Option y Color Option,VERIFIED_FROM_CATALOGUE
XG-MG-012,Mugs,steel coffee mug,Product code : XG-M12,inside steel 304,400 ml Appx,"BLACK;Grey",,18,XG-MG-012,bottom-right,yy  i  { XG-MG-007 XG-MG-008 Color Option ail Color Option XG-MG-009 XG-MG-010 ee @ y Color Option Color Option tt XG-MG-011 XG-MG-012 ee y ee Color Option y Color Option,VERIFIED_FROM_CATALOGUE
XG-MG-014,Mugs,,Product code : XG-M14,Insulated coffee mug with 304 steel outside & inside anti slip mug,350 ml Appx,"BLACK;WHITE",,19,XG-MG-014,top-right,"- yy f f { \ XG-MG-013 XG-MG-014 : ece j e Color Option ail Color Option XG-MG-015 XG-MG-016 _ : = Color : MATT BLACK , Blue & white. ay SHIRE anal sn darkbhue , e e020 y Color Option Color Option tt XG-MG-017 XG-MG-018 —E—_— eo — ££ @@ = Color Option At Color Option",VERIFIED_FROM_CATALOGUE
